building_id,area_m2,perimeter_m,floors,damage_level,access_index,zoning_category,building_type,action,labor_hours,concrete_m3,steel_tons,equipment_hours,cost,duration_days
257,523.003,99.889,2,0.272,0.386,residential,residential,demolish,1552.095,0.0,0.0,62.084,91990.36,91.3
257,523.003,99.889,2,0.272,0.386,residential,residential,defer,0.0,0.0,0.0,0.0,5872.28,1.0
258,987.382,131.293,1,0.408,0.352,historical,cultural,repair,6182.191,46.366,3.091,30.911,921333.33,320.9
258,987.382,131.293,1,0.408,0.352,historical,cultural,rebuild,18546.573,386.387,23.183,154.555,3465933.69,1180.0
258,987.382,131.293,1,0.408,0.352,historical,cultural,demolish,3091.095,0.0,0.0,123.644,448312.56,230.8
258,987.382,131.293,1,0.408,0.352,historical,cultural,defer,0.0,0.0,0.0,0.0,11153.47,1.0
259,317.0,71.281,2,0.136,0.75,residential,residential,repair,1566.046,11.745,0.783,7.83,96112.3,82.5
259,317.0,71.281,2,0.136,0.75,residential,residential,rebuild,4698.138,97.878,5.873,39.151,398146.7,262.3
259,317.0,71.281,2,0.136,0.75,residential,residential,demolish,783.023,0.0,0.0,31.321,48831.69,45.6
259,317.0,71.281,2,0.136,0.75,residential,residential,defer,0.0,0.0,0.0,0.0,3328.5,1.0
260,1244.907,148.163,12,0.652,0.968,commercial,commercial,repair,9106.823,68.301,4.553,45.534,901568.59,477.3
260,1244.907,148.163,12,0.652,0.968,commercial,commercial,rebuild,27320.468,569.176,34.151,227.671,3195283.3,1644.0
260,1244.907,148.163,12,0.652,0.968,commercial,commercial,demolish,4553.411,0.0,0.0,182.136,400256.41,210.9
260,1244.907,148.163,12,0.652,0.968,commercial,commercial,defer,0.0,0.0,0.0,0.0,12528.74,1.0
261,576.72,96.57,2,0.169,0.359,mixed_use,residential,repair,3266.367,24.498,1.633,16.332,229027.05,201.0
261,576.72,96.57,2,0.169,0.359,mixed_use,residential,rebuild,9799.101,204.148,12.249,81.659,973497.28,484.2
261,576.72,96.57,2,0.169,0.359,mixed_use,residential,demolish,1633.183,0.0,0.0,65.327,122097.93,101.0
261,576.72,96.57,2,0.169,0.359,mixed_use,residential,defer,0.0,0.0,0.0,0.0,6506.56,1.0
262,1445.131,152.802,2,0.093,0.183,historical,cultural,repair,8240.665,61.805,4.12,41.203,1075723.99,452.2
262,1445.131,152.802,2,0.093,0.183,historical,cultural,rebuild,24721.994,515.042,30.902,206.017,4844259.54,1690.6
262,1445.131,152.802,2,0.093,0.183,historical,cultural,demolish,4120.332,0.0,0.0,164.813,606686.42,250.8
262,1445.131,152.802,2,0.093,0.183,historical,cultural,defer,0.0,0.0,0.0,0.0,16812.65,1.0
263,253.179,66.903,9,0.747,0.596,mixed_use,residential,repair,2050.644,15.38,1.025,10.253,146757.18,115.7
263,253.179,66.903,9,0.747,0.596,mixed_use,residential,rebuild,6151.931,128.165,7.69,51.266,641589.9,374.3
263,253.179,66.903,9,0.747,0.596,mixed_use,residential,demolish,1025.322,0.0,0.0,41.013,80997.76,68.7
263,253.179,66.903,9,0.747,0.596,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2736.36,1.0
264,486.533,89.524,7,0.568,1.0,mixed_use,residential,repair,3066.014,22.995,1.533,15.33,239665.1,170.5
264,486.533,89.524,7,0.568,1.0,mixed_use,residential,rebuild,9198.043,191.626,11.498,76.65,919657.28,495.0
264,486.533,89.524,7,0.568,1.0,mixed_use,residential,demolish,1533.007,0.0,0.0,61.32,108828.85,102.6
264,486.533,89.524,7,0.568,1.0,mixed_use,residential,defer,0.0,0.0,0.0,0.0,4865.33,1.0
265,3044.161,225.341,2,0.71,0.682,commercial,commercial,repair,20261.321,151.96,10.131,101.307,2036464.97,1046.9
265,3044.161,225.341,2,0.71,0.682,commercial,commercial,rebuild,60783.962,1266.333,75.98,506.533,7328414.7,3236.0
265,3044.161,225.341,2,0.71,0.682,commercial,commercial,demolish,10130.66,0.0,0.0,405.226,1041127.36,791.2
265,3044.161,225.341,2,0.71,0.682,commercial,commercial,defer,0.0,0.0,0.0,0.0,32377.7,1.0
266,126.227,46.138,8,0.529,0.202,mixed_use,residential,repair,1021.136,7.659,0.511,5.106,78162.55,61.6
266,126.227,46.138,8,0.529,0.202,mixed_use,residential,rebuild,3063.408,63.821,3.829,25.528,281493.91,211.5
266,126.227,46.138,8,0.529,0.202,mixed_use,residential,demolish,510.568,0.0,0.0,20.423,41604.08,31.1
266,126.227,46.138,8,0.529,0.202,mixed_use,residential,defer,0.0,0.0,0.0,0.0,1463.73,1.0
267,1177.054,139.392,3,0.103,0.456,mixed_use,public,repair,6397.355,47.98,3.199,31.987,521155.71,328.6
267,1177.054,139.392,3,0.103,0.456,mixed_use,public,rebuild,19192.066,399.835,23.99,159.934,1960853.27,1099.7
267,1177.054,139.392,3,0.103,0.456,mixed_use,public,demolish,3198.678,0.0,0.0,127.947,268187.06,195.8
267,1177.054,139.392,3,0.103,0.456,mixed_use,public,defer,0.0,0.0,0.0,0.0,13051.17,1.0
268,1191.578,159.398,1,0.208,0.982,public,cultural,repair,5529.796,41.473,2.765,27.649,634129.21,276.6
268,1191.578,159.398,1,0.208,0.982,public,cultural,rebuild,16589.388,345.612,20.737,138.245,2576939.69,970.6
268,1191.578,159.398,1,0.208,0.982,public,cultural,demolish,2764.898,0.0,0.0,110.596,315688.42,189.3
268,1191.578,159.398,1,0.208,0.982,public,cultural,defer,0.0,0.0,0.0,0.0,11958.68,1.0
269,4624.224,272.866,5,0.172,1.0,mixed_use,public,repair,22956.498,172.174,11.478,114.782,2183537.03,1170.3
269,4624.224,272.866,5,0.172,1.0,mixed_use,public,rebuild,68869.493,1434.781,86.087,573.912,7828903.77,3755.9
269,4624.224,272.866,5,0.172,1.0,mixed_use,public,demolish,11478.249,0.0,0.0,459.13,908871.14,779.2
269,4624.224,272.866,5,0.172,1.0,mixed_use,public,defer,0.0,0.0,0.0,0.0,46242.24,1.0
270,375.608,79.642,4,0.302,0.966,mixed_use,residential,repair,1975.37,14.815,0.988,9.877,129110.64,107.8
270,375.608,79.642,4,0.302,0.966,mixed_use,residential,rebuild,5926.111,123.461,7.408,49.384,588912.23,330.2
270,375.608,79.642,4,0.302,0.966,mixed_use,residential,demolish,987.685,0.0,0.0,39.507,73659.34,62.3
270,375.608,79.642,4,0.302,0.966,mixed_use,residential,defer,0.0,0.0,0.0,0.0,3781.62,1.0
271,2463.305,201.688,5,0.151,0.887,commercial,commercial,repair,12567.288,94.255,6.284,62.836,1020503.0,607.0
271,2463.305,201.688,5,0.151,0.887,commercial,commercial,rebuild,37701.865,785.456,47.127,314.182,4468052.8,2048.9
271,2463.305,201.688,5,0.151,0.887,commercial,commercial,demolish,6283.644,0.0,0.0,251.346,577023.94,370.9
271,2463.305,201.688,5,0.151,0.887,commercial,commercial,defer,0.0,0.0,0.0,0.0,25189.76,1.0
272,188.804,55.18,2,0.553,0.501,mixed_use,residential,repair,1240.532,9.304,0.62,6.203,99367.5,68.9
272,188.804,55.18,2,0.553,0.501,mixed_use,residential,rebuild,3721.596,77.533,4.652,31.013,387349.54,229.8
272,188.804,55.18,2,0.553,0.501,mixed_use,residential,demolish,620.266,0.0,0.0,24.811,48951.5,45.2
272,188.804,55.18,2,0.553,0.501,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2076.47,1.0
273,455.071,88.044,2,0.435,0.873,residential,residential,repair,2517.278,18.88,1.259,12.586,171868.92,135.8
273,455.071,88.044,2,0.435,0.873,residential,residential,rebuild,7551.834,157.33,9.44,62.932,669395.27,406.0
273,455.071,88.044,2,0.435,0.873,residential,residential,demolish,1258.639,0.0,0.0,50.346,78745.23,65.4
273,455.071,88.044,2,0.435,0.873,residential,residential,defer,0.0,0.0,0.0,0.0,4666.3,1.0
274,451.713,85.052,2,0.191,0.756,mixed_use,residential,repair,2295.201,17.214,1.148,11.476,174661.61,138.1
274,451.713,85.052,2,0.191,0.756,mixed_use,residential,rebuild,6885.603,143.45,8.607,57.38,704009.25,393.5
274,451.713,85.052,2,0.191,0.756,mixed_use,residential,demolish,1147.601,0.0,0.0,45.904,75545.3,79.6
274,451.713,85.052,2,0.191,0.756,mixed_use,residential,defer,0.0,0.0,0.0,0.0,4737.57,1.0
275,1355.372,148.254,2,0.237,0.432,mixed_use,commercial,repair,7794.651,58.46,3.897,38.973,644143.74,414.8
275,1355.372,148.254,2,0.237,0.432,mixed_use,commercial,rebuild,23383.954,487.166,29.23,194.866,2808227.15,1139.2
275,1355.372,148.254,2,0.237,0.432,mixed_use,commercial,demolish,3897.326,0.0,0.0,155.893,314853.43,244.0
275,1355.372,148.254,2,0.237,0.432,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,15093.42,1.0
276,649.267,101.931,7,0.402,0.611,mixed_use,residential,repair,4303.27,32.275,2.152,21.516,303458.72,247.4
276,649.267,101.931,7,0.402,0.611,mixed_use,residential,rebuild,12909.811,268.954,16.137,107.582,1198613.32,758.2
276,649.267,101.931,7,0.402,0.611,mixed_use,residential,demolish,2151.635,0.0,0.0,86.065,160758.43,161.5
276,649.267,101.931,7,0.402,0.611,mixed_use,residential,defer,0.0,0.0,0.0,0.0,6997.8,1.0
277,1690.047,164.685,5,0.823,0.875,public,public,repair,11857.694,88.933,5.929,59.288,1200604.71,645.5
277,1690.047,164.685,5,0.823,0.875,public,public,rebuild,35573.082,741.106,44.466,296.442,4619636.48,2307.1
277,1690.047,164.685,5,0.823,0.875,public,public,demolish,5928.847,0.0,0.0,237.154,584422.13,349.3
277,1690.047,164.685,5,0.823,0.875,public,public,defer,0.0,0.0,0.0,0.0,17322.98,1.0
278,277.871,71.368,1,0.977,0.945,mixed_use,residential,repair,1841.899,13.814,0.921,9.209,138220.83,95.1
278,277.871,71.368,1,0.977,0.945,mixed_use,residential,rebuild,5525.696,115.119,6.907,46.047,643495.09,347.2
278,277.871,71.368,1,0.977,0.945,mixed_use,residential,demolish,920.949,0.0,0.0,36.838,62940.59,75.0
278,277.871,71.368,1,0.977,0.945,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2809.28,1.0
279,887.305,121.949,5,0.389,0.957,residential,residential,repair,4998.927,37.492,2.499,24.995,357001.01,270.6
279,887.305,121.949,5,0.389,0.957,residential,residential,rebuild,14996.782,312.433,18.746,124.973,1262083.77,801.7
279,887.305,121.949,5,0.389,0.957,residential,residential,demolish,2499.464,0.0,0.0,99.979,159978.35,136.9
279,887.305,121.949,5,0.389,0.957,residential,residential,defer,0.0,0.0,0.0,0.0,8949.36,1.0
280,1007.039,133.703,3,0.333,0.948,mixed_use,commercial,repair,5290.012,39.675,2.645,26.45,418538.38,295.8
280,1007.039,133.703,3,0.333,0.948,mixed_use,commercial,rebuild,15870.037,330.626,19.838,132.25,1768928.97,1004.2
280,1007.039,133.703,3,0.333,0.948,mixed_use,commercial,demolish,2645.006,0.0,0.0,105.8,235025.85,154.1
280,1007.039,133.703,3,0.333,0.948,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,10175.12,1.0
281,541.515,93.834,6,0.214,0.73,residential,residential,repair,3076.431,23.073,1.538,15.382,236099.05,173.1
281,541.515,93.834,6,0.214,0.73,residential,residential,rebuild,9229.293,192.277,11.537,76.911,787112.95,580.5
281,541.515,93.834,6,0.214,0.73,residential,residential,demolish,1538.215,0.0,0.0,61.529,96398.54,112.1
281,541.515,93.834,6,0.214,0.73,residential,residential,defer,0.0,0.0,0.0,0.0,5707.57,1.0
282,236.909,70.349,3,0.234,0.749,residential,residential,repair,1263.794,9.478,0.632,6.319,79707.66,62.6
282,236.909,70.349,3,0.234,0.749,residential,residential,rebuild,3791.382,78.987,4.739,31.595,361028.44,216.2
282,236.909,70.349,3,0.234,0.749,residential,residential,demolish,631.897,0.0,0.0,25.276,39060.86,37.3
282,236.909,70.349,3,0.234,0.749,residential,residential,defer,0.0,0.0,0.0,0.0,2488.02,1.0
283,1759.207,183.309,3,0.078,0.809,mixed_use,commercial,repair,8447.972,63.36,4.224,42.24,668394.77,491.3
283,1759.207,183.309,3,0.078,0.809,mixed_use,commercial,rebuild,25343.917,527.998,31.68,211.199,2592958.94,1240.5
283,1759.207,183.309,3,0.078,0.809,mixed_use,commercial,demolish,4223.986,0.0,0.0,168.959,337922.14,206.6
283,1759.207,183.309,3,0.078,0.809,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,18264.09,1.0
284,2229.62,195.113,1,0.153,0.696,industrial,industrial,repair,11042.565,82.819,5.521,55.213,1111216.26,633.8
284,2229.62,195.113,1,0.153,0.696,industrial,industrial,rebuild,33127.695,690.16,41.41,276.064,4188313.93,1809.9
284,2229.62,195.113,1,0.153,0.696,industrial,industrial,demolish,5521.283,0.0,0.0,220.851,520593.58,335.6
284,2229.62,195.113,1,0.153,0.696,industrial,industrial,defer,0.0,0.0,0.0,0.0,23651.81,1.0
285,428.344,88.292,6,0.241,0.638,mixed_use,residential,repair,2541.046,19.058,1.271,12.705,174720.24,118.3
285,428.344,88.292,6,0.241,0.638,mixed_use,residential,rebuild,7623.138,158.815,9.529,63.526,659428.48,463.9
285,428.344,88.292,6,0.241,0.638,mixed_use,residential,demolish,1270.523,0.0,0.0,50.821,87449.94,90.2
285,428.344,88.292,6,0.241,0.638,mixed_use,residential,defer,0.0,0.0,0.0,0.0,4593.56,1.0
286,369.755,86.382,1,0.63,0.6,mixed_use,residential,repair,2381.508,17.861,1.191,11.908,191586.07,121.9
286,369.755,86.382,1,0.63,0.6,mixed_use,residential,rebuild,7144.523,148.844,8.931,59.538,764284.58,496.9
286,369.755,86.382,1,0.63,0.6,mixed_use,residential,demolish,1190.754,0.0,0.0,47.63,89280.77,81.6
286,369.755,86.382,1,0.63,0.6,mixed_use,residential,defer,0.0,0.0,0.0,0.0,3993.35,1.0
287,378.275,80.869,4,0.499,1.0,residential,residential,repair,2162.734,16.221,1.081,10.814,154539.03,98.5
287,378.275,80.869,4,0.499,1.0,residential,residential,rebuild,6488.203,135.171,8.11,54.068,495612.9,472.5
287,378.275,80.869,4,0.499,1.0,residential,residential,demolish,1081.367,0.0,0.0,43.255,70630.52,75.7
287,378.275,80.869,4,0.499,1.0,residential,residential,defer,0.0,0.0,0.0,0.0,3782.75,1.0
288,3537.224,237.917,6,0.126,0.78,mixed_use,commercial,repair,18848.938,141.367,9.424,94.245,1416816.0,910.4
288,3537.224,237.917,6,0.126,0.78,mixed_use,commercial,rebuild,56546.815,1178.059,70.684,471.223,6128491.8,3103.1
288,3537.224,237.917,6,0.126,0.78,mixed_use,commercial,demolish,9424.469,0.0,0.0,376.979,733864.6,609.6
288,3537.224,237.917,6,0.126,0.78,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,36928.62,1.0
289,189.579,58.306,4,0.886,0.528,mixed_use,residential,repair,1488.637,11.165,0.744,7.443,119554.58,92.2
289,189.579,58.306,4,0.886,0.528,mixed_use,residential,rebuild,4465.91,93.04,5.582,37.216,497549.91,266.3
289,189.579,58.306,4,0.886,0.528,mixed_use,residential,demolish,744.318,0.0,0.0,29.773,60358.25,55.4
289,189.579,58.306,4,0.886,0.528,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2074.75,1.0
290,797.809,117.138,3,0.206,0.675,mixed_use,commercial,repair,4293.059,32.198,2.147,21.465,350919.96,223.1
290,797.809,117.138,3,0.206,0.675,mixed_use,commercial,rebuild,12879.176,268.316,16.099,107.326,1422153.91,788.7
290,797.809,117.138,3,0.206,0.675,mixed_use,commercial,demolish,2146.529,0.0,0.0,85.861,183027.18,145.0
290,797.809,117.138,3,0.206,0.675,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,8496.67,1.0
291,726.881,111.694,2,0.837,0.874,residential,residential,repair,4788.312,35.912,2.394,23.942,305866.78,284.3
291,726.881,111.694,2,0.837,0.874,residential,residential,rebuild,14364.937,299.27,17.956,119.708,1347563.38,814.8
291,726.881,111.694,2,0.837,0.874,residential,residential,demolish,2394.156,0.0,0.0,95.766,187208.23,141.2
291,726.881,111.694,2,0.837,0.874,residential,residential,defer,0.0,0.0,0.0,0.0,7451.98,1.0
292,246.508,69.703,2,0.434,0.861,residential,residential,repair,1368.42,10.263,0.684,6.842,106680.99,60.2
292,246.508,69.703,2,0.434,0.861,residential,residential,rebuild,4105.259,85.526,5.132,34.21,407008.37,272.1
292,246.508,69.703,2,0.434,0.861,residential,residential,demolish,684.21,0.0,0.0,27.368,45689.85,40.4
292,246.508,69.703,2,0.434,0.861,residential,residential,defer,0.0,0.0,0.0,0.0,2533.61,1.0
293,601.879,105.949,8,0.79,0.714,residential,residential,repair,4684.682,35.135,2.342,23.423,339131.46,303.7
293,601.879,105.949,8,0.79,0.714,residential,residential,rebuild,14054.045,292.793,17.568,117.117,1265218.99,905.5
293,601.879,105.949,8,0.79,0.714,residential,residential,demolish,2342.341,0.0,0.0,93.694,155659.95,152.4
293,601.879,105.949,8,0.79,0.714,residential,residential,defer,0.0,0.0,0.0,0.0,6363.06,1.0
294,255.925,66.688,2,0.845,0.518,residential,residential,repair,1893.121,14.198,0.947,9.466,154702.14,107.7
294,255.925,66.688,2,0.845,0.518,residential,residential,rebuild,5679.362,118.32,7.099,47.328,552095.91,399.2
294,255.925,66.688,2,0.845,0.518,residential,residential,demolish,946.56,0.0,0.0,37.862,69178.35,67.4
294,255.925,66.688,2,0.845,0.518,residential,residential,defer,0.0,0.0,0.0,0.0,2805.96,1.0
295,287.583,75.419,3,0.928,0.676,mixed_use,residential,repair,2143.462,16.076,1.072,10.717,185895.16,117.0
295,287.583,75.419,3,0.928,0.676,mixed_use,residential,rebuild,6430.385,133.966,8.038,53.587,689765.48,376.4
295,287.583,75.419,3,0.928,0.676,mixed_use,residential,demolish,1071.731,0.0,0.0,42.869,83972.82,75.9
295,287.583,75.419,3,0.928,0.676,mixed_use,residential,defer,0.0,0.0,0.0,0.0,3062.18,1.0
296,1573.229,176.629,6,0.827,0.83,public,public,repair,11472.033,86.04,5.736,57.36,1292468.4,655.4
296,1573.229,176.629,6,0.827,0.83,public,public,rebuild,34416.099,717.002,43.02,286.801,4715250.43,1876.7
296,1573.229,176.629,6,0.827,0.83,public,public,demolish,5736.016,0.0,0.0,229.441,665845.42,363.5
296,1573.229,176.629,6,0.827,0.83,public,public,defer,0.0,0.0,0.0,0.0,16267.19,1.0
297,617.438,101.986,6,0.108,0.711,mixed_use,residential,repair,3330.165,24.976,1.665,16.651,254120.3,173.3
297,617.438,101.986,6,0.108,0.711,mixed_use,residential,rebuild,9990.494,208.135,12.488,83.254,946789.34,646.1
297,617.438,101.986,6,0.108,0.711,mixed_use,residential,demolish,1665.082,0.0,0.0,66.603,103284.75,123.5
297,617.438,101.986,6,0.108,0.711,mixed_use,residential,defer,0.0,0.0,0.0,0.0,6531.26,1.0
298,2110.216,184.325,1,0.282,0.746,public,cultural,repair,11015.078,82.613,5.508,55.075,1355827.86,575.7
298,2110.216,184.325,1,0.282,0.746,public,cultural,rebuild,33045.234,688.442,41.307,275.377,4878909.91,2062.0
298,2110.216,184.325,1,0.282,0.746,public,cultural,demolish,5507.539,0.0,0.0,220.302,614784.03,316.1
298,2110.216,184.325,1,0.282,0.746,public,cultural,defer,0.0,0.0,0.0,0.0,22174.15,1.0
299,287.599,71.42,6,0.151,0.649,mixed_use,residential,repair,1620.065,12.15,0.81,8.1,124117.35,90.6
299,287.599,71.42,6,0.151,0.649,mixed_use,residential,rebuild,4860.195,101.254,6.075,40.502,472780.97,262.5
299,287.599,71.42,6,0.151,0.649,mixed_use,residential,demolish,810.033,0.0,0.0,32.401,52351.05,42.9
299,287.599,71.42,6,0.151,0.649,mixed_use,residential,defer,0.0,0.0,0.0,0.0,3077.88,1.0
300,3869.026,260.453,6,0.693,1.0,mixed_use,public,repair,25197.728,188.983,12.599,125.989,2444250.19,1410.5
300,3869.026,260.453,6,0.693,1.0,mixed_use,public,rebuild,75593.185,1574.858,94.491,629.943,7987524.43,5663.7
300,3869.026,260.453,6,0.693,1.0,mixed_use,public,demolish,12598.864,0.0,0.0,503.955,1101390.18,939.5
300,3869.026,260.453,6,0.693,1.0,mixed_use,public,defer,0.0,0.0,0.0,0.0,38690.26,1.0
301,1920.562,176.344,4,0.193,1.0,public,public,repair,9429.038,70.718,4.715,47.145,1005602.21,512.2
301,1920.562,176.344,4,0.193,1.0,public,public,rebuild,28287.113,589.315,35.359,235.726,3497496.56,1581.2
301,1920.562,176.344,4,0.193,1.0,public,public,demolish,4714.519,0.0,0.0,188.581,477387.95,287.5
301,1920.562,176.344,4,0.193,1.0,public,public,defer,0.0,0.0,0.0,0.0,19205.62,1.0
302,2161.571,213.624,3,0.059,0.929,mixed_use,public,repair,9862.941,73.972,4.931,49.315,814927.26,512.4
302,2161.571,213.624,3,0.059,0.929,mixed_use,public,rebuild,29588.822,616.434,36.986,246.574,2805235.0,1644.4
302,2161.571,213.624,3,0.059,0.929,mixed_use,public,demolish,4931.47,0.0,0.0,197.259,368966.98,293.0
302,2161.571,213.624,3,0.059,0.929,mixed_use,public,defer,0.0,0.0,0.0,0.0,21922.65,1.0
303,542.79,95.856,4,0.26,0.897,residential,residential,repair,2860.376,21.453,1.43,14.302,180346.28,164.0
303,542.79,95.856,4,0.26,0.897,residential,residential,rebuild,8581.127,178.773,10.726,71.509,752985.04,486.2
303,542.79,95.856,4,0.26,0.897,residential,residential,demolish,1430.188,0.0,0.0,57.208,92781.91,77.6
303,542.79,95.856,4,0.26,0.897,residential,residential,defer,0.0,0.0,0.0,0.0,5539.71,1.0
304,3850.99,254.755,5,0.361,1.0,mixed_use,public,repair,21083.015,158.123,10.542,105.415,1819153.57,1031.1
304,3850.99,254.755,5,0.361,1.0,mixed_use,public,rebuild,63249.045,1317.688,79.061,527.075,6882319.79,3582.5
304,3850.99,254.755,5,0.361,1.0,mixed_use,public,demolish,10541.507,0.0,0.0,421.66,915531.06,703.4
304,3850.99,254.755,5,0.361,1.0,mixed_use,public,defer,0.0,0.0,0.0,0.0,38509.9,1.0
305,237.975,71.737,3,0.715,1.0,residential,residential,repair,1462.285,10.967,0.731,7.311,106168.65,80.1
305,237.975,71.737,3,0.715,1.0,residential,residential,rebuild,4386.855,91.393,5.484,36.557,380348.15,250.9
305,237.975,71.737,3,0.715,1.0,residential,residential,demolish,731.142,0.0,0.0,29.246,49780.2,50.2
305,237.975,71.737,3,0.715,1.0,residential,residential,defer,0.0,0.0,0.0,0.0,2379.75,1.0
306,767.347,111.561,4,0.735,0.992,mixed_use,residential,repair,4878.91,36.592,2.439,24.395,409041.65,253.0
306,767.347,111.561,4,0.735,0.992,mixed_use,residential,rebuild,14636.729,304.932,18.296,121.973,1390746.97,951.5
306,767.347,111.561,4,0.735,0.992,mixed_use,residential,demolish,2439.455,0.0,0.0,97.578,183554.62,134.2
306,767.347,111.561,4,0.735,0.992,mixed_use,residential,defer,0.0,0.0,0.0,0.0,7685.75,1.0
307,506.068,90.163,4,0.231,1.0,mixed_use,residential,repair,2535.32,19.015,1.268,12.677,191450.39,143.6
307,506.068,90.163,4,0.231,1.0,mixed_use,residential,rebuild,7605.959,158.457,9.507,63.383,641816.79,424.9
307,506.068,90.163,4,0.231,1.0,mixed_use,residential,demolish,1267.66,0.0,0.0,50.706,92775.65,85.7
307,506.068,90.163,4,0.231,1.0,mixed_use,residential,defer,0.0,0.0,0.0,0.0,5060.68,1.0
308,108.838,43.148,5,0.216,1.0,mixed_use,residential,repair,553.245,4.149,0.277,2.766,41640.28,29.9
308,108.838,43.148,5,0.216,1.0,mixed_use,residential,rebuild,1659.736,34.578,2.075,13.831,153773.13,99.0
308,108.838,43.148,5,0.216,1.0,mixed_use,residential,demolish,276.623,0.0,0.0,11.065,21790.67,20.4
308,108.838,43.148,5,0.216,1.0,mixed_use,residential,defer,0.0,0.0,0.0,0.0,1088.38,1.0
309,960.116,124.092,2,0.134,0.958,mixed_use,residential,repair,4420.743,33.156,2.21,22.104,310944.07,214.6
309,960.116,124.092,2,0.134,0.958,mixed_use,residential,rebuild,13262.228,276.296,16.578,110.519,1199494.12,705.4
309,960.116,124.092,2,0.134,0.958,mixed_use,residential,demolish,2210.371,0.0,0.0,88.415,143999.72,117.8
309,960.116,124.092,2,0.134,0.958,mixed_use,residential,defer,0.0,0.0,0.0,0.0,9681.81,1.0
310,448.456,86.312,4,0.513,1.0,mixed_use,residential,repair,2580.559,19.354,1.29,12.903,184232.17,160.1
310,448.456,86.312,4,0.513,1.0,mixed_use,residential,rebuild,7741.678,161.285,9.677,64.514,842962.76,475.4
310,448.456,86.312,4,0.513,1.0,mixed_use,residential,demolish,1290.28,0.0,0.0,51.611,92796.46,86.6
310,448.456,86.312,4,0.513,1.0,mixed_use,residential,defer,0.0,0.0,0.0,0.0,4484.56,1.0
311,2046.78,181.187,3,0.339,1.0,commercial,commercial,repair,10591.309,79.435,5.296,52.957,955122.95,681.3
311,2046.78,181.187,3,0.339,1.0,commercial,commercial,rebuild,31773.926,661.957,39.717,264.783,3406616.07,1849.9
311,2046.78,181.187,3,0.339,1.0,commercial,commercial,demolish,5295.654,0.0,0.0,211.826,439828.55,357.3
311,2046.78,181.187,3,0.339,1.0,commercial,commercial,defer,0.0,0.0,0.0,0.0,20467.8,1.0
312,2351.615,203.737,8,0.439,1.0,commercial,commercial,repair,14260.946,106.957,7.13,71.305,1415790.23,692.4
312,2351.615,203.737,8,0.439,1.0,commercial,commercial,rebuild,42782.838,891.309,53.479,356.524,4480088.91,2757.2
312,2351.615,203.737,8,0.439,1.0,commercial,commercial,demolish,7130.473,0.0,0.0,285.219,648484.49,496.5
312,2351.615,203.737,8,0.439,1.0,commercial,commercial,defer,0.0,0.0,0.0,0.0,23516.15,1.0
313,670.407,107.602,1,0.216,1.0,mixed_use,commercial,repair,3104.896,23.287,1.552,15.524,260509.65,146.8
313,670.407,107.602,1,0.216,1.0,mixed_use,commercial,rebuild,9314.688,194.056,11.643,77.622,1014272.46,476.9
313,670.407,107.602,1,0.216,1.0,mixed_use,commercial,demolish,1552.448,0.0,0.0,62.098,129301.35,92.6
313,670.407,107.602,1,0.216,1.0,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,6704.07,1.0
314,6997.936,343.633,1,0.452,1.0,industrial,industrial,repair,36472.683,273.545,18.236,182.363,3707267.74,1947.4
314,6997.936,343.633,1,0.452,1.0,industrial,industrial,rebuild,109418.048,2279.543,136.773,911.817,12661029.02,6897.8
314,6997.936,343.633,1,0.452,1.0,industrial,industrial,demolish,18236.341,0.0,0.0,729.454,1662495.03,1107.4
314,6997.936,343.633,1,0.452,1.0,industrial,industrial,defer,0.0,0.0,0.0,0.0,69979.36,1.0
315,234.725,72.957,5,0.109,0.943,residential,residential,repair,1147.793,8.608,0.574,5.739,70582.22,62.6
315,234.725,72.957,5,0.109,0.943,residential,residential,rebuild,3443.378,71.737,4.304,28.695,250360.06,197.7
315,234.725,72.957,5,0.109,0.943,residential,residential,demolish,573.896,0.0,0.0,22.956,33702.95,34.8
315,234.725,72.957,5,0.109,0.943,residential,residential,defer,0.0,0.0,0.0,0.0,2374.01,1.0
316,438.178,83.731,3,0.29,0.976,residential,residential,repair,2230.591,16.729,1.115,11.153,153104.36,115.4
316,438.178,83.731,3,0.29,0.976,residential,residential,rebuild,6691.773,139.412,8.365,55.765,567799.9,445.6
316,438.178,83.731,3,0.29,0.976,residential,residential,demolish,1115.296,0.0,0.0,44.612,70819.96,75.6
316,438.178,83.731,3,0.29,0.976,residential,residential,defer,0.0,0.0,0.0,0.0,4402.81,1.0
317,365.866,82.971,3,0.768,0.938,residential,residential,repair,2348.036,17.61,1.174,11.74,168049.3,146.1
317,365.866,82.971,3,0.768,0.938,residential,residential,rebuild,7044.107,146.752,8.805,58.701,601258.95,419.9
